category,rank,name,country,points,movement,profile
Women's Singles,196,Mariana Paiva,Portugal,8673,,https://m.aiscore.com/badminton/player-mariana-paiva/oj7x9jcxn2zsr7g
Women's Singles,197,Yoo A Yeon,South Korea,8600,,https://m.aiscore.com/badminton/player-yoo-a-yeon/gklz8c0y551a17x
Women's Singles,198,Ulyana Volskaya,Poland,8578,,https://m.aiscore.com/badminton/player-ulyana-volskaya/8lk2d9cdlexf373
Women's Singles,199,Cecilia Wang,Sweden,8550,,https://m.aiscore.com/badminton/player-cecilia-wang/vmqy98cx32pi4k9
Women's Singles,200,Ko Ruo Hsuan,Chinese Taipei,8530,,https://m.aiscore.com/badminton/player-ko-ruo-hsuan/zrkn68c690etnql
Women's Singles,201,Nella Nyqvist,Finland,8514,,https://m.aiscore.com/badminton/player-nella-nyqvist/69759ncg24wsnk2
Women's Singles,202,Yulia Yosephin Susanto,Indonesia,8400,,https://m.aiscore.com/badminton/player-yulia-yosephin-susanto/edq09gcllv9t4qx
Women's Singles,203,Heli Neiman,Israel,8347,,https://m.aiscore.com/badminton/player-heli-neiman/9gklz8c5rp6s17x
Women's Singles,204,Tanvi Reddy Andluri,,8340,,
Women's Singles,205,Siofra Flynn,Ireland,8336,,https://m.aiscore.com/badminton/player-siofra-flynn/69759ncomvgunk2
Women's Singles,206,Sri Nitya Naraharisetti,India,8310,,https://m.aiscore.com/badminton/player-sri-nitya-naraharisetti/l6keg3c2xp3cg75
Women's Singles,207,Huang Yu Wei,Chinese Taipei,8080,,https://m.aiscore.com/badminton/player-huang-yu-wei/9759nc3wl4xank2
Women's Singles,208,Navya Kanderi,India,7970,,https://m.aiscore.com/badminton/player-navya-kanderi/edq09gcwrzds4qx
Women's Singles,209,Fathimath Nabaaha Abdul Razzaq,Maldives,7940,,https://m.aiscore.com/badminton/player-fathimath-nabaaha-abdul-razzaq/m2q156czrzgtm76
Women's Singles,210,Naishaa Kaur Bhatoye,India,7870,,https://m.aiscore.com/badminton/player-naishaa-kaur-bhatoye/wv78x6cld0msnkr
Women's Singles,211,Sng Ying Shuen,Singapore,7830,,https://m.aiscore.com/badminton/player-sng-ying-shuen/v78x6cp6jwwsnkr
Women's Singles,212,Doha Hany,Egypt,7826,,https://m.aiscore.com/badminton/player-doha-hany/l6keg3c889nsg75
Women's Singles,213,Flora Wang,Netherlands,7795,,https://m.aiscore.com/badminton/player-flora-wang/ndkz69ce94eieq3
Women's Singles,214,Taymara Oropesa Pupo,Cuba,7740,,https://m.aiscore.com/badminton/player-taymara-oropesa-pupo/xvkjozc4mpjtx79
Women's Singles,215,Deswanti Hujansih Nurtertiati,Indonesia,7730,,https://m.aiscore.com/badminton/player-deswanti-hujansih-nurtertiati/69759ncpp1xcnk2
Women's Singles,216,Zehra Erdem,Turkey,7606,,https://m.aiscore.com/badminton/player-zehra-erdem/wv78x6c16z0snkr
Women's Singles,217,Novi Wieland,Netherlands,7602,,https://m.aiscore.com/badminton/player-novi-wieland/j374oxcrj63frqo
Women's Singles,218,Hok In Lam,Portugal,7560,,https://m.aiscore.com/badminton/player-hok-in-lam/63kv9jcpl65up7e
Women's Singles,219,Cheng Chih-Yun,Chinese Taipei,7560,,https://m.aiscore.com/badminton/player-cheng-chih-yun/v78x6cpj62zankr
Women's Singles,220,Ririna Hiramoto,Japan,7560,,https://m.aiscore.com/badminton/player-ririna-hiramoto/9759nc3vwemhnk2
Women's Singles,221,Emma Piccinin,Italy,7483,,https://m.aiscore.com/badminton/player-emma-piccinin/o07dn3c48vwh9kn
Women's Singles,222,Daniela Acosta,Dominican Republic,7460,,https://m.aiscore.com/badminton/player-daniela-acosta/mqy98cj8gdoc4k9
Women's Singles,223,Vennala Kalagotla,India,7440,,https://m.aiscore.com/badminton/player-vennala-kalagotla/dq09gcmpj4zu4qx
Women's Singles,224,Lalinrat Chaiwan,Thailand,7427,,https://m.aiscore.com/badminton/player-lalinrat-chaiwan/34kgm3c8dm5i8ko
Women's Singles,225,"Wang, Amy",Australia,7399,,https://m.aiscore.com/badminton/player-wang--amy/lk2d9cg1593u373
Women's Singles,226,Disha Santosh,India,7390,,https://m.aiscore.com/badminton/player-disha-santosh/r7owrc6j9vwh3q0
Women's Singles,227,Fernanda Munar Solimano,Peru,7380,,https://m.aiscore.com/badminton/player-fernanda-munar-solimano/oj7x9jcgxy5hr7g
Women's Singles,228,Srivally Anumula,India,7360,,https://m.aiscore.com/badminton/player-srivally-anumula/374oxc1exgjarqo
Women's Singles,229,Samanta Golubickaite,Lithuania,7353,,https://m.aiscore.com/badminton/player-samanta-golubickaite/ndqml6cw5l2cgkv
Women's Singles,230,Rachel Sugden,Scotland,7330,,https://m.aiscore.com/badminton/player-rachel-sugden/j374oxc0520trqo
Women's Singles,231,Faye Huo,Australia,7316,,https://m.aiscore.com/badminton/player-faye-huo/ek33vc6jw8rbdko
Women's Singles,232,Vanessa Maricela Garcia Contreras,Mexico,7314,,https://m.aiscore.com/badminton/player-vanessa-maricela-garcia-contreras/o17pj3cl58df27j
Women's Singles,233,Irina Amalie Andersen,Denmark,7300,,https://m.aiscore.com/badminton/player-irina-amalie-andersen/ndkz69c3xv1ueq3
Women's Singles,234,Anja Blazina,Slovenia,7275,,https://m.aiscore.com/badminton/player-anja-blazina/2q156c220ndam76
Women's Singles,235,Mariia Stoliarenko,Ukraine,7256,,https://m.aiscore.com/badminton/player-mariia-stoliarenko/g6763zcp2o3bp7r
Women's Singles,236,Aisyah Sativa Fatetani,Indonesia,7230,,https://m.aiscore.com/badminton/player-aisyah-sativa-fatetani/ndqml6cwj0rfgkv
Women's Singles,237,Hsieh Yi Tsen,Chinese Taipei,7220,,https://m.aiscore.com/badminton/player-hsieh-yi-tsen/jr7owrc5nrxt3q0
Women's Singles,238,Sarunrak Vitidsarn,Thailand,7140,,https://m.aiscore.com/badminton/player-sarunrak-vitidsarn/8lk2d9czplrf373
Women's Singles,239,Anastasiia Alymova,Ukraine,7140,,https://m.aiscore.com/badminton/player-anastasiia-alymova/oj7x9jcvr6pcr7g
Women's Singles,240,Natalia Slobodova,Slovakia,7067,,https://m.aiscore.com/badminton/player-natalia-slobodova/ndqml6cmlygtgkv
Women's Singles,241,Nana Hisaminato,Japan,7050,,https://m.aiscore.com/badminton/player-nana-hisaminato/374oxc18gmofrqo
Women's Singles,242,Sofiia Lavrova,Ukraine,6961,,https://m.aiscore.com/badminton/player-sofiia-lavrova/xvkjozc8n0wbx79
Women's Singles,243,Julie Franconville,Switzerland,6942,,https://m.aiscore.com/badminton/player-julie-franconville/jr7owrcy64zt3q0
Women's Singles,244,Juliane Piron,France,6930,,https://m.aiscore.com/badminton/player-juliane-piron/ezk96jcwjvniwkn
Women's Singles,245,Lalita Sattayathadakoon,,6920,,
Women's Singles,246,Seong Min Kim,South Korea,6920,,https://m.aiscore.com/badminton/player-seong-min-kim/g6763zc5l45fp7r
Women's Singles,247,Sadhana Fenelon,Belgium,6890,,https://m.aiscore.com/badminton/player-sadhana-fenelon/17pj3c0052ph27j
Women's Singles,247,Aaliyah Zakaria,Singapore,6890,,https://m.aiscore.com/badminton/player-aaliyah-zakaria/4kgm3c2nwo1s8ko
Women's Singles,249,Anwesha Gowda,India,6790,,https://m.aiscore.com/badminton/player-anwesha-gowda/ezk96jcr8p2hwkn
Women's Singles,249,Bui Bich Phuong,Vietnam,6790,,https://m.aiscore.com/badminton/player-bui-bich-phuong/34kgm3c8p83h8ko
